"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:50:14 GMT 2022","26865","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:54 GMT 2022","6113","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:48 GMT 2022","848","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:51 GMT 2022","3163","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:50:10 GMT 2022","22443","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:48 GMT 2022","6","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:48 GMT 2022","626","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:49 GMT 2022","1151","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:51 GMT 2022","3389","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:48 GMT 2022","886","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 14:49:48 GMT 2022","Wed Mar 09 14:49:51 GMT 2022","3952","","test.bats","","test.bats","","Run patch on levelN.",""
