"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:17 GMT 2022","673","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:18 GMT 2022","1223","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:21 GMT 2022","4200","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:17 GMT 2022","6","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:23 GMT 2022","6288","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:38 GMT 2022","21480","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:45 GMT 2022","28475","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:20 GMT 2022","3376","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:17 GMT 2022","818","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:20 GMT 2022","3468","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 16:58:17 GMT 2022","Wed Mar 09 16:58:17 GMT 2022","918","","test.bats","","test.bats","","Create level 1 archives.",""
