"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:04 GMT 2022","865","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:04 GMT 2022","917","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:08 GMT 2022","4202","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:10 GMT 2022","6248","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:04 GMT 2022","671","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:07 GMT 2022","3479","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:04 GMT 2022","6","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:32 GMT 2022","28105","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:05 GMT 2022","1237","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:27 GMT 2022","23023","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 14:44:04 GMT 2022","Wed Mar 09 14:44:07 GMT 2022","3467","","test.bats","","test.bats","","Create level 2 archives.",""
