"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:44:18 GMT 2022","29592","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:44:11 GMT 2022","22345","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:53 GMT 2022","4344","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:52 GMT 2022","3387","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:49 GMT 2022","941","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:52 GMT 2022","3787","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:50 GMT 2022","1189","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:49 GMT 2022","748","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:55 GMT 2022","6337","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:49 GMT 2022","6","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 12:43:49 GMT 2022","Wed Mar 09 12:43:49 GMT 2022","815","","test.bats","","test.bats","","Scan level N archives.",""
