"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:01 GMT 2022","1108","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:01 GMT 2022","1684","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:04 GMT 2022","4326","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:01 GMT 2022","1144","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:29 GMT 2022","29142","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:07 GMT 2022","7653","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:04 GMT 2022","4199","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:05 GMT 2022","5564","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:34 GMT 2022","34621","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:00 GMT 2022","9","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 15:13:00 GMT 2022","Wed Mar 09 15:13:00 GMT 2022","810","","test.bats","","test.bats","","Create level N archives.",""
