"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:17 GMT 2022","1022","","loguccino-e2e.test","","loguccino-e2e.test","","Scan level N archives.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:21 GMT 2022","5283","","loguccino-e2e.test","","loguccino-e2e.test","","Run patch on levelN.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:16 GMT 2022","810","","loguccino-e2e.test","","loguccino-e2e.test","","Create level N archives.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:23 GMT 2022","7038","","loguccino-e2e.test","","loguccino-e2e.test","","Run patch on level1.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:50 GMT 2022","34039","","loguccino-e2e.test","","loguccino-e2e.test","","Run patch on level2.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:20 GMT 2022","4378","","loguccino-e2e.test","","loguccino-e2e.test","","Create level 2 archives.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:20 GMT 2022","4179","","loguccino-e2e.test","","loguccino-e2e.test","","Scan level 2 archives.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:17 GMT 2022","1463","","loguccino-e2e.test","","loguccino-e2e.test","","Scan level 1 archives.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:16 GMT 2022","9","","loguccino-e2e.test","","loguccino-e2e.test","","Check that /build/libs/loguccino* exist.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:33:17 GMT 2022","61978","","loguccino-e2e.test","","loguccino-e2e.test","","Build loguccino.",""
"passed","Thu Mar 10 10:32:16 GMT 2022","Thu Mar 10 10:32:17 GMT 2022","1198","","loguccino-e2e.test","","loguccino-e2e.test","","Create level 1 archives.",""
