"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:51 GMT 2022","3420","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:49 GMT 2022","1254","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:48 GMT 2022","7","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:44:16 GMT 2022","28574","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:52 GMT 2022","4288","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:48 GMT 2022","675","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:51 GMT 2022","3476","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:48 GMT 2022","882","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:44:11 GMT 2022","23697","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:54 GMT 2022","6452","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 17:43:48 GMT 2022","Wed Mar 09 17:43:49 GMT 2022","1221","","test.bats","","test.bats","","Scan level N archives.",""
