"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:57 GMT 2022","4700","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:59 GMT 2022","6749","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:54 GMT 2022","1019","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:53 GMT 2022","934","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:56 GMT 2022","3933","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:47:19 GMT 2022","26141","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:54 GMT 2022","1347","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:47:24 GMT 2022","31875","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:56 GMT 2022","3975","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:53 GMT 2022","7","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 13:46:53 GMT 2022","Wed Mar 09 13:46:53 GMT 2022","780","","test.bats","","test.bats","","Create level N archives.",""
