"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:43 GMT 2022","3978","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:41 GMT 2022","1526","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:40:08 GMT 2022","28739","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:44 GMT 2022","4031","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:47 GMT 2022","7354","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:40 GMT 2022","8","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:45 GMT 2022","5087","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:41 GMT 2022","1023","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:40:13 GMT 2022","33173","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:41 GMT 2022","1127","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 14:39:40 GMT 2022","Wed Mar 09 14:39:40 GMT 2022","771","","test.bats","","test.bats","","Create level N archives.",""
