"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:25 GMT 2022","668","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:25 GMT 2022","906","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:29 GMT 2022","4190","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:26 GMT 2022","1184","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:25 GMT 2022","7","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:26 GMT 2022","1137","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:53 GMT 2022","28115","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:31 GMT 2022","6168","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:28 GMT 2022","3460","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:28 GMT 2022","3300","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 17:23:25 GMT 2022","Wed Mar 09 17:23:45 GMT 2022","20970","","test.bats","","test.bats","","Build loguccino.",""
