"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:48 GMT 2022","8","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:52 GMT 2022","4014","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:49 GMT 2022","1103","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:55 GMT 2022","7580","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:52 GMT 2022","4135","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:49 GMT 2022","1628","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:49 GMT 2022","1063","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:48 GMT 2022","781","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:12:53 GMT 2022","5173","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:13:16 GMT 2022","28968","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 17:12:48 GMT 2022","Wed Mar 09 17:13:21 GMT 2022","33264","","test.bats","","test.bats","","Run patch on level2.",""
