"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:32 GMT 2022","5963","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:31 GMT 2022","4249","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:30 GMT 2022","3465","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:28 GMT 2022","1195","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:27 GMT 2022","6","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:50 GMT 2022","23089","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:55 GMT 2022","28166","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:30 GMT 2022","3311","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:27 GMT 2022","670","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:28 GMT 2022","1230","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 15:11:27 GMT 2022","Wed Mar 09 15:11:27 GMT 2022","930","","test.bats","","test.bats","","Create level 1 archives.",""
