"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:02 GMT 2022","1598","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:02 GMT 2022","1120","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:02 GMT 2022","1091","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:34 GMT 2022","33834","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:06 GMT 2022","5324","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:01 GMT 2022","9","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:01 GMT 2022","804","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:08 GMT 2022","7631","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:28 GMT 2022","27509","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:05 GMT 2022","4154","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 17:54:01 GMT 2022","Wed Mar 09 17:54:05 GMT 2022","4289","","test.bats","","test.bats","","Scan level 2 archives.",""
