"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:51 GMT 2022","7","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:54 GMT 2022","3483","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:58:15 GMT 2022","24059","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:54 GMT 2022","3439","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:52 GMT 2022","1234","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:51 GMT 2022","905","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:58:19 GMT 2022","28426","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:51 GMT 2022","863","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:55 GMT 2022","4316","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:51 GMT 2022","674","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 16:57:51 GMT 2022","Wed Mar 09 16:57:57 GMT 2022","6305","","test.bats","","test.bats","","Run patch on level1.",""
