"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:25 GMT 2022","7","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:26 GMT 2022","1214","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:53 GMT 2022","28068","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:28 GMT 2022","3478","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:28 GMT 2022","3469","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:29 GMT 2022","4240","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:25 GMT 2022","673","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:46 GMT 2022","21733","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:25 GMT 2022","967","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:31 GMT 2022","6221","","test.bats","","test.bats","","Run patch on level1.",""
"passed","Wed Mar 09 12:55:25 GMT 2022","Wed Mar 09 12:55:25 GMT 2022","963","","test.bats","","test.bats","","Create level 1 archives.",""
