"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:58 GMT 2022","24443","","test.bats","","test.bats","","Build loguccino.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:34 GMT 2022","942","","test.bats","","test.bats","","Create level 1 archives.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:35 GMT 2022","1096","","test.bats","","test.bats","","Scan level N archives.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:34 GMT 2022","695","","test.bats","","test.bats","","Create level N archives.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:38 GMT 2022","4311","","test.bats","","test.bats","","Run patch on levelN.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:37 GMT 2022","3492","","test.bats","","test.bats","","Create level 2 archives.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:29:02 GMT 2022","28457","","test.bats","","test.bats","","Run patch on level2.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:34 GMT 2022","7","","test.bats","","test.bats","","Check does /build/libs/loguccino* exist.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:35 GMT 2022","1300","","test.bats","","test.bats","","Scan level 1 archives.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:37 GMT 2022","3468","","test.bats","","test.bats","","Scan level 2 archives.",""
"passed","Wed Mar 09 14:28:34 GMT 2022","Wed Mar 09 14:28:40 GMT 2022","6340","","test.bats","","test.bats","","Run patch on level1.",""
